Index,Scenario,Ordering
1642,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'green']]"
1643,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['red', 'green'], ['white']]"
1644,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white', 'green']]"
1645,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green']]"
1646,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]"
1647,"{'right': 'crosswalk', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red'], ['green']]"
1648,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_right', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green'], ['red']]"
1649,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]"
1650,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green']]"
1651,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_straight', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['green']]"
1652,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['white', 'green']]"
1653,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk']]"
1654,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['white']]"
1655,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk'], ['white']]"
1656,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'green']]"
1657,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'red']]"
1658,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk']]"
1659,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red', 'green']]"
1660,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk'], ['white']]"
1661,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white'], ['green', 'red']]"
1662,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['white']]"
1663,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]"
1664,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['white']]"
1665,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]"
1666,"{'right': 'green_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['green']]"
1667,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]"
1668,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['red']]"
1669,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['green'], ['white']]"
1670,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red']]"
1671,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'green_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red', 'green']]"
1672,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'white']]"
1673,"{'right': 'green_car_turn_left', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
1674,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_straight', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['red']]"
1675,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white'], ['green']]"
1676,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red']]"
1677,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'green'], ['white']]"
1678,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk', 'white']]"
1679,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['red', 'crosswalk', 'green'], ['white']]"
1680,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['red', 'crosswalk']]"
1681,"{'right': 'green_car_turn_right', 'down': 'white_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green']]"
1682,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['red']]"
1683,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]"
1684,"{'right': 'white_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['red']]"
1685,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'green']]"
1686,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'red'], ['green']]"
1687,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]"
1688,"{'right': 'green_car_turn_left', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'white', 'crosswalk'], ['red']]"
1689,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['green', 'white', 'crosswalk']]"
1690,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk', 'red'], ['white']]"
1691,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'red']]"
1692,"{'right': 'green_car_turn_right', 'down': 'red_car_straight', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red']]"
1693,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['white'], ['red']]"
1694,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]"
1695,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
1696,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]"
1697,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red']]"
1698,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'green', 'crosswalk']]"
1699,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['red', 'green']]"
1700,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]"
1701,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['white'], ['red']]"
1702,"{'right': 'crosswalk', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['green'], ['red']]"
1703,"{'right': 'white_car_turn_left', 'down': 'red_car_turn_left', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'green'], ['red']]"
1704,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green']]"
1705,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
1706,"{'right': 'crosswalk', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'green'], ['white']]"
1707,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['white']]"
1708,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]"
1709,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red']]"
1710,"{'right': 'green_car_straight', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['green', 'white'], ['red']]"
1711,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green', 'red']]"
1712,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_left', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
1713,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]"
1714,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'red']]"
1715,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['red']]"
1716,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['red'], ['green']]"
1717,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'red_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red', 'white'], ['green']]"
1718,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['white']]"
1719,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk']]"
1720,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'green_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['white'], ['green'], ['red']]"
1721,"{'right': 'empty', 'down': 'red_car_turn_right', 'left': 'green_car_turn_left', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['green'], ['red'], ['white']]"
1722,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'green_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['white', 'red'], ['green']]"
1723,"{'right': 'red_car_straight', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['red'], ['green']]"
1724,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]"
1725,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk'], ['red']]"
1726,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'white', 'crosswalk']]"
1727,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'white'], ['green'], ['red']]"
1728,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['green']]"
1729,"{'right': 'white_car_straight', 'down': 'red_car_straight', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white'], ['red'], ['green']]"
1730,"{'right': 'green_car_turn_right', 'down': 'crosswalk', 'left': 'white_car_turn_left', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['green', 'crosswalk', 'red'], ['white']]"
1731,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk'], ['white']]"
1732,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'green'], ['white']]"
1733,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'red_car_turn_left', 'up': 'green_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white', 'green', 'crosswalk'], ['red']]"
1734,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['red']]"
1735,"{'right': 'white_car_straight', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red', 'green'], ['white']]"
1736,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'white_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_vertical'}","[['white', 'green'], ['red']]"
1737,"{'right': 'green_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['white'], ['green']]"
1738,"{'right': 'empty', 'down': 'red_car_turn_left', 'left': 'white_car_straight', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green'], ['red'], ['white']]"
1739,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['white']]"
1740,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['red']]"
1741,"{'right': 'white_car_turn_right', 'down': 'green_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white'], ['red'], ['green']]"
1742,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]"
1743,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['red', 'white', 'crosswalk', 'green']]"
1744,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_left', 'left': 'white_car_turn_right', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'white'], ['green'], ['red']]"
