,Index,Scenario,Ordering,priority,prolog_priority
1367,1367,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['red', 'white'], ['green']]",[1 0 0 1],"[[0, 0, 4, 1, 1], [0, 1, 1, 0, 4], [0, 4, 0, 1, 1], [0, 1, 1, 4, 0]]"
1368,1368,"{'right': 'red_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'crosswalk'], ['white']]",[1 0 0 1],"[[0, 2, 4, 3, 1], [0, 1, 3, 2, 4], [0, 4, 2, 1, 3], [0, 3, 1, 4, 2]]"
1369,1369,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white'], ['green']]",[0 0 1 0],"[[2, 4, 3, 0, 1], [1, 1, 0, 4, 3], [2, 3, 4, 1, 0], [1, 0, 1, 3, 4]]"
1370,1370,"{'right': 'green_car_turn_right', 'down': 'white_car_turn_left', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]",[1 0 0 0],"[[0, 0, 2, 4, 1], [0, 1, 4, 0, 2], [0, 2, 0, 1, 4], [0, 4, 1, 2, 0]]"
1371,1371,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'red_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green', 'white']]",[0 0 0 1],"[[2, 1, 1, 1, 4], [1, 4, 1, 1, 1], [2, 1, 1, 4, 1], [1, 1, 4, 1, 1]]"
1372,1372,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]",[0 0 1 1],"[[0, 4, 3, 1, 4], [0, 4, 1, 4, 3], [0, 3, 4, 4, 1], [0, 1, 4, 3, 4]]"
1373,1373,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['green'], ['white']]",[0 1 0 0],"[[2, 1, 0, 2, 3], [1, 3, 2, 1, 0], [2, 0, 1, 3, 2], [1, 2, 3, 0, 1]]"
1374,1374,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['green']]",[0 0 0 1],"[[2, 0, 4, 3, 4], [1, 4, 3, 0, 4], [2, 4, 0, 4, 3], [1, 3, 4, 4, 0]]"
1375,1375,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]",[0 1 0 0],"[[0, 1, 0, 4, 3], [0, 3, 4, 1, 0], [0, 0, 1, 3, 4], [0, 4, 3, 0, 1]]"
1376,1376,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['white']]",[0 1 0 0],"[[2, 1, 4, 4, 3], [1, 3, 4, 1, 4], [2, 4, 1, 3, 4], [1, 4, 3, 4, 1]]"
1377,1377,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red', 'green']]",[1 1 0 1],"[[1, 3, 4, 2, 2], [2, 2, 2, 3, 4], [1, 4, 3, 2, 2], [2, 2, 2, 4, 3]]"
1378,1378,"{'right': 'red_car_turn_right', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['white'], ['green']]",[1 0 1 0],"[[1, 0, 3, 1, 2], [2, 2, 1, 0, 3], [1, 3, 0, 2, 1], [2, 1, 2, 3, 0]]"
1379,1379,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red'], ['white']]",[0 0 1 0],"[[1, 1, 2, 4, 4], [2, 4, 4, 1, 2], [1, 2, 1, 4, 4], [2, 4, 4, 2, 1]]"
1380,1380,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[0 1 0 1],"[[1, 4, 4, 2, 2], [2, 2, 2, 4, 4], [1, 4, 4, 2, 2], [2, 2, 2, 4, 4]]"
1381,1381,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['red']]",[1 1 0 0],"[[1, 2, 4, 2, 3], [2, 3, 2, 2, 4], [1, 4, 2, 3, 2], [2, 2, 3, 4, 2]]"
1382,1382,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_straight', 'priority_ruling': 'stop_vertical'}","[['white'], ['red']]",[0 0 1 0],"[[1, 4, 0, 2, 4], [2, 4, 2, 4, 0], [1, 0, 4, 4, 2], [2, 2, 4, 0, 4]]"
1383,1383,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['white', 'red']]",[1 0 1 0],"[[1, 2, 0, 4, 4], [2, 4, 4, 2, 0], [1, 0, 2, 4, 4], [2, 4, 4, 0, 2]]"
1384,1384,"{'right': 'green_car_straight', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green'], ['white']]",[1 0 0 0],"[[1, 2, 4, 4, 1], [2, 1, 4, 2, 4], [1, 4, 2, 1, 4], [2, 4, 1, 4, 2]]"
1385,1385,"{'right': 'red_car_straight', 'down': 'white_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['white', 'crosswalk'], ['red']]",[0 1 1 0],"[[2, 2, 3, 4, 2], [1, 2, 4, 2, 3], [2, 3, 2, 2, 4], [1, 4, 2, 3, 2]]"
1386,1386,"{'right': 'green_car_straight', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['green', 'red', 'crosswalk']]",[1 1 0 1],"[[1, 2, 4, 3, 0], [2, 0, 3, 2, 4], [1, 4, 2, 0, 3], [2, 3, 0, 4, 2]]"
1387,1387,"{'right': 'crosswalk', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green']]",[1 0 0 0],"[[0, 3, 4, 1, 4], [0, 4, 1, 3, 4], [0, 4, 3, 4, 1], [0, 1, 4, 4, 3]]"
1388,1388,"{'right': 'white_car_turn_left', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[1, 1, 4, 0, 1], [2, 1, 0, 1, 4], [1, 4, 1, 1, 0], [2, 0, 1, 4, 1]]"
1389,1389,"{'right': 'white_car_straight', 'down': 'green_car_turn_left', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red'], ['green']]",[1 0 0 0],"[[1, 2, 4, 0, 1], [2, 1, 0, 2, 4], [1, 4, 2, 1, 0], [2, 0, 1, 4, 2]]"
1390,1390,"{'right': 'crosswalk', 'down': 'green_car_straight', 'left': 'empty', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green'], ['red']]",[1 1 0 0],"[[1, 3, 4, 1, 2], [2, 2, 1, 3, 4], [1, 4, 3, 2, 1], [2, 1, 2, 4, 3]]"
1391,1391,"{'right': 'green_car_turn_right', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['green', 'red']]",[1 1 0 0],"[[1, 0, 4, 4, 0], [2, 0, 4, 0, 4], [1, 4, 0, 0, 4], [2, 4, 0, 4, 0]]"
1392,1392,"{'right': 'empty', 'down': 'white_car_straight', 'left': 'green_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['green', 'crosswalk'], ['white']]",[0 0 1 1],"[[1, 4, 2, 3, 2], [2, 2, 3, 4, 2], [1, 2, 4, 2, 3], [2, 3, 2, 2, 4]]"
1393,1393,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'red']]",[0 1 1 0],"[[2, 4, 2, 4, 3], [1, 3, 4, 4, 2], [2, 2, 4, 3, 4], [1, 4, 3, 2, 4]]"
1394,1394,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['green'], ['red']]",[0 0 0 1],"[[2, 2, 4, 1, 4], [1, 4, 1, 2, 4], [2, 4, 2, 4, 1], [1, 1, 4, 4, 2]]"
1395,1395,"{'right': 'green_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['red'], ['green']]",[0 0 0 1],"[[0, 2, 4, 2, 4], [0, 4, 2, 2, 4], [0, 4, 2, 4, 2], [0, 2, 4, 4, 2]]"
1396,1396,"{'right': 'white_car_turn_left', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk', 'red'], ['green'], ['white']]",[0 1 1 0],"[[0, 1, 1, 1, 3], [0, 3, 1, 1, 1], [0, 1, 1, 3, 1], [0, 1, 3, 1, 1]]"
1397,1397,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['green', 'red']]",[0 1 0 1],"[[0, 4, 4, 2, 0], [0, 0, 2, 4, 4], [0, 4, 4, 0, 2], [0, 2, 0, 4, 4]]"
1398,1398,"{'right': 'crosswalk', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red'], ['white']]",[1 0 0 0],"[[2, 3, 0, 1, 4], [1, 4, 1, 3, 0], [2, 0, 3, 4, 1], [1, 1, 4, 0, 3]]"
1399,1399,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red']]",[0 0 1 0],"[[2, 2, 3, 4, 4], [1, 4, 4, 2, 3], [2, 3, 2, 4, 4], [1, 4, 4, 3, 2]]"
1400,1400,"{'right': 'white_car_straight', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white'], ['red']]",[1 0 0 0],"[[1, 2, 4, 2, 4], [2, 4, 2, 2, 4], [1, 4, 2, 4, 2], [2, 2, 4, 4, 2]]"
1401,1401,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'crosswalk', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['green', 'crosswalk'], ['white']]",[1 0 1 0],"[[1, 1, 3, 1, 4], [2, 4, 1, 1, 3], [1, 3, 1, 4, 1], [2, 1, 4, 3, 1]]"
1402,1402,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk'], ['green']]",[0 0 1 0],"[[1, 4, 3, 4, 1], [2, 1, 4, 4, 3], [1, 3, 4, 1, 4], [2, 4, 1, 3, 4]]"
1403,1403,"{'right': 'green_car_turn_left', 'down': 'red_car_straight', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'stop_horizontal'}","[['red'], ['white'], ['green']]",[0 1 0 0],"[[2, 1, 4, 1, 2], [1, 2, 1, 1, 4], [2, 4, 1, 2, 1], [1, 1, 2, 4, 1]]"
1404,1404,"{'right': 'white_car_straight', 'down': 'red_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_left', 'priority_ruling': 'none_no'}","[['green'], ['white'], ['red']]",[0 0 0 1],"[[0, 2, 4, 1, 1], [0, 1, 1, 2, 4], [0, 4, 2, 1, 1], [0, 1, 1, 4, 2]]"
1405,1405,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'empty', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk', 'white'], ['red']]",[1 0 0 1],"[[2, 3, 4, 2, 0], [1, 0, 2, 3, 4], [2, 4, 3, 0, 2], [1, 2, 0, 4, 3]]"
1406,1406,"{'right': 'crosswalk', 'down': 'red_car_turn_right', 'left': 'white_car_straight', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red'], ['white']]",[1 0 0 0],"[[2, 3, 2, 4, 0], [1, 0, 4, 3, 2], [2, 2, 3, 0, 4], [1, 4, 0, 2, 3]]"
1407,1407,"{'right': 'empty', 'down': 'crosswalk', 'left': 'empty', 'up': 'red_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'red']]",[0 1 0 1],"[[0, 4, 4, 0, 3], [0, 3, 0, 4, 4], [0, 4, 4, 3, 0], [0, 0, 3, 4, 4]]"
1408,1408,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['crosswalk'], ['red']]",[0 0 0 1],"[[2, 4, 1, 3, 4], [1, 4, 3, 4, 1], [2, 1, 4, 4, 3], [1, 3, 4, 1, 4]]"
1409,1409,"{'right': 'empty', 'down': 'red_car_straight', 'left': 'green_car_turn_right', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['white'], ['green']]",[0 1 0 0],"[[2, 4, 0, 1, 2], [1, 2, 1, 4, 0], [2, 0, 4, 2, 1], [1, 1, 2, 0, 4]]"
1410,1410,"{'right': 'white_car_turn_right', 'down': 'crosswalk', 'left': 'green_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['green'], ['red']]",[1 1 0 0],"[[0, 0, 1, 2, 3], [0, 3, 2, 0, 1], [0, 1, 0, 3, 2], [0, 2, 3, 1, 0]]"
1411,1411,"{'right': 'red_car_turn_right', 'down': 'green_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['crosswalk', 'green'], ['red']]",[0 1 0 1],"[[0, 0, 4, 3, 0], [0, 0, 3, 0, 4], [0, 4, 0, 0, 3], [0, 3, 0, 4, 0]]"
1412,1412,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'green_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['white'], ['green']]",[0 0 0 1],"[[2, 4, 1, 2, 1], [1, 1, 2, 4, 1], [2, 1, 4, 1, 2], [1, 2, 1, 1, 4]]"
1413,1413,"{'right': 'empty', 'down': 'green_car_turn_left', 'left': 'red_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_horizontal'}","[['white', 'red'], ['green']]",[0 0 1 1],"[[2, 4, 0, 0, 1], [1, 1, 0, 4, 0], [2, 0, 4, 1, 0], [1, 0, 1, 0, 4]]"
1414,1414,"{'right': 'red_car_turn_right', 'down': 'white_car_turn_right', 'left': 'green_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['white', 'crosswalk'], ['red'], ['green']]",[0 1 0 1],"[[2, 0, 1, 3, 0], [1, 0, 3, 0, 1], [2, 1, 0, 0, 3], [1, 3, 0, 1, 0]]"
1415,1415,"{'right': 'red_car_straight', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['green']]",[1 0 0 0],"[[2, 2, 1, 4, 4], [1, 4, 4, 2, 1], [2, 1, 2, 4, 4], [1, 4, 4, 1, 2]]"
1416,1416,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'white_car_straight', 'priority_ruling': 'none_no'}","[['crosswalk'], ['red'], ['white']]",[0 1 0 0],"[[0, 4, 0, 2, 3], [0, 3, 2, 4, 0], [0, 0, 4, 3, 2], [0, 2, 3, 0, 4]]"
1417,1417,"{'right': 'empty', 'down': 'empty', 'left': 'white_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'stop_vertical'}","[['white'], ['red']]",[0 0 1 0],"[[1, 4, 0, 1, 4], [2, 4, 1, 4, 0], [1, 0, 4, 4, 1], [2, 1, 4, 0, 4]]"
1418,1418,"{'right': 'green_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['red']]",[1 1 0 0],"[[0, 2, 1, 4, 3], [0, 3, 4, 2, 1], [0, 1, 2, 3, 4], [0, 4, 3, 1, 2]]"
1419,1419,"{'right': 'crosswalk', 'down': 'red_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['crosswalk', 'red', 'green']]",[1 1 0 1],"[[1, 3, 4, 0, 2], [2, 2, 0, 3, 4], [1, 4, 3, 2, 0], [2, 0, 2, 4, 3]]"
1420,1420,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'empty', 'priority_ruling': 'triangles_horizontal'}","[['crosswalk'], ['red']]",[0 1 0 0],"[[2, 4, 0, 4, 3], [1, 3, 4, 4, 0], [2, 0, 4, 3, 4], [1, 4, 3, 0, 4]]"
1421,1421,"{'right': 'red_car_turn_right', 'down': 'green_car_straight', 'left': 'crosswalk', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['red', 'crosswalk'], ['green']]",[1 0 1 0],"[[1, 0, 3, 4, 2], [2, 2, 4, 0, 3], [1, 3, 0, 2, 4], [2, 4, 2, 3, 0]]"
1422,1422,"{'right': 'empty', 'down': 'crosswalk', 'left': 'red_car_straight', 'up': 'white_car_turn_left', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['white']]",[0 1 1 0],"[[1, 4, 2, 1, 3], [2, 3, 1, 4, 2], [1, 2, 4, 3, 1], [2, 1, 3, 2, 4]]"
1423,1423,"{'right': 'empty', 'down': 'green_car_straight', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'triangles_vertical'}","[['red'], ['green']]",[0 0 1 0],"[[1, 4, 1, 4, 2], [2, 2, 4, 4, 1], [1, 1, 4, 2, 4], [2, 4, 2, 1, 4]]"
1424,1424,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['white', 'crosswalk'], ['red']]",[0 1 0 1],"[[0, 4, 1, 3, 1], [0, 1, 3, 4, 1], [0, 1, 4, 1, 3], [0, 3, 1, 1, 4]]"
1425,1425,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['white', 'green']]",[1 0 0 1],"[[2, 0, 4, 2, 4], [1, 4, 2, 0, 4], [2, 4, 0, 4, 2], [1, 2, 4, 4, 0]]"
1426,1426,"{'right': 'empty', 'down': 'empty', 'left': 'crosswalk', 'up': 'green_car_straight', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'green']]",[0 0 1 1],"[[2, 4, 3, 2, 4], [1, 4, 2, 4, 3], [2, 3, 4, 4, 2], [1, 2, 4, 3, 4]]"
1427,1427,"{'right': 'crosswalk', 'down': 'green_car_turn_right', 'left': 'white_car_turn_right', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]",[1 0 1 0],"[[2, 3, 0, 4, 0], [1, 0, 4, 3, 0], [2, 0, 3, 0, 4], [1, 4, 0, 0, 3]]"
1428,1428,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'crosswalk', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'white'], ['red']]",[1 0 0 1],"[[1, 1, 1, 3, 4], [2, 4, 3, 1, 1], [1, 1, 1, 4, 3], [2, 3, 4, 1, 1]]"
1429,1429,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_turn_right', 'up': 'red_car_turn_left', 'priority_ruling': 'none_no'}","[['crosswalk'], ['green'], ['red']]",[0 1 0 0],"[[0, 4, 0, 1, 3], [0, 3, 1, 4, 0], [0, 0, 4, 3, 1], [0, 1, 3, 0, 4]]"
1430,1430,"{'right': 'red_car_turn_right', 'down': 'empty', 'left': 'white_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['red'], ['white']]",[1 0 0 0],"[[2, 0, 1, 4, 4], [1, 4, 4, 0, 1], [2, 1, 0, 4, 4], [1, 4, 4, 1, 0]]"
1431,1431,"{'right': 'crosswalk', 'down': 'white_car_straight', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['crosswalk', 'white', 'green']]",[1 1 0 1],"[[0, 3, 4, 0, 2], [0, 2, 0, 3, 4], [0, 4, 3, 2, 0], [0, 0, 2, 4, 3]]"
1432,1432,"{'right': 'empty', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_straight', 'priority_ruling': 'none_no'}","[['green'], ['white']]",[0 0 0 1],"[[0, 4, 4, 2, 1], [0, 1, 2, 4, 4], [0, 4, 4, 1, 2], [0, 2, 1, 4, 4]]"
1433,1433,"{'right': 'red_car_turn_left', 'down': 'white_car_turn_right', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'none_no'}","[['red', 'white', 'crosswalk']]",[1 1 0 1],"[[0, 1, 4, 3, 0], [0, 0, 3, 1, 4], [0, 4, 1, 0, 3], [0, 3, 0, 4, 1]]"
1434,1434,"{'right': 'white_car_straight', 'down': 'crosswalk', 'left': 'red_car_turn_right', 'up': 'green_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['green', 'crosswalk'], ['white', 'red']]",[0 1 0 1],"[[2, 2, 0, 0, 3], [1, 3, 0, 2, 0], [2, 0, 2, 3, 0], [1, 0, 3, 0, 2]]"
1435,1435,"{'right': 'empty', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_vertical'}","[['crosswalk', 'green']]",[0 1 1 0],"[[1, 4, 2, 4, 3], [2, 3, 4, 4, 2], [1, 2, 4, 3, 4], [2, 4, 3, 2, 4]]"
1436,1436,"{'right': 'white_car_turn_left', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'empty', 'priority_ruling': 'none_no'}","[['white', 'green']]",[1 0 1 0],"[[0, 1, 1, 4, 4], [0, 4, 4, 1, 1], [0, 1, 1, 4, 4], [0, 4, 4, 1, 1]]"
1437,1437,"{'right': 'red_car_straight', 'down': 'crosswalk', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'none_no'}","[['red', 'crosswalk', 'green']]",[1 1 1 0],"[[0, 2, 2, 4, 3], [0, 3, 4, 2, 2], [0, 2, 2, 3, 4], [0, 4, 3, 2, 2]]"
1438,1438,"{'right': 'red_car_turn_left', 'down': 'empty', 'left': 'empty', 'up': 'crosswalk', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk']]",[1 0 0 1],"[[2, 1, 4, 3, 4], [1, 4, 3, 1, 4], [2, 4, 1, 4, 3], [1, 3, 4, 4, 1]]"
1439,1439,"{'right': 'green_car_turn_left', 'down': 'empty', 'left': 'red_car_turn_left', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['green', 'red']]",[1 0 1 0],"[[2, 1, 1, 4, 4], [1, 4, 4, 1, 1], [2, 1, 1, 4, 4], [1, 4, 4, 1, 1]]"
1440,1440,"{'right': 'empty', 'down': 'crosswalk', 'left': 'white_car_straight', 'up': 'red_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white', 'red']]",[0 1 1 1],"[[2, 4, 2, 0, 3], [1, 3, 0, 4, 2], [2, 2, 4, 3, 0], [1, 0, 3, 2, 4]]"
1441,1441,"{'right': 'green_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'white_car_turn_left', 'priority_ruling': 'none_no'}","[['green', 'white']]",[1 0 0 1],"[[0, 0, 4, 1, 4], [0, 4, 1, 0, 4], [0, 4, 0, 4, 1], [0, 1, 4, 4, 0]]"
1442,1442,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['red'], ['green']]",[0 0 0 1],"[[2, 4, 1, 2, 4], [1, 4, 2, 4, 1], [2, 1, 4, 4, 2], [1, 2, 4, 1, 4]]"
1443,1443,"{'right': 'empty', 'down': 'empty', 'left': 'red_car_turn_right', 'up': 'white_car_turn_right', 'priority_ruling': 'triangles_vertical'}","[['red', 'white']]",[0 0 1 1],"[[1, 4, 0, 0, 4], [2, 4, 0, 4, 0], [1, 0, 4, 4, 0], [2, 0, 4, 0, 4]]"
1444,1444,"{'right': 'empty', 'down': 'empty', 'left': 'green_car_straight', 'up': 'white_car_straight', 'priority_ruling': 'triangles_horizontal'}","[['white'], ['green']]",[0 0 0 1],"[[2, 4, 2, 2, 4], [1, 4, 2, 4, 2], [2, 2, 4, 4, 2], [1, 2, 4, 2, 4]]"
1445,1445,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'empty', 'up': 'green_car_turn_right', 'priority_ruling': 'none_no'}","[['green', 'crosswalk'], ['white']]",[1 0 0 1],"[[0, 3, 4, 0, 1], [0, 1, 0, 3, 4], [0, 4, 3, 1, 0], [0, 0, 1, 4, 3]]"
1446,1446,"{'right': 'red_car_turn_right', 'down': 'crosswalk', 'left': 'empty', 'up': 'white_car_turn_right', 'priority_ruling': 'stop_horizontal'}","[['red', 'crosswalk', 'white']]",[1 1 0 1],"[[2, 0, 4, 0, 3], [1, 3, 0, 0, 4], [2, 4, 0, 3, 0], [1, 0, 3, 4, 0]]"
1447,1447,"{'right': 'empty', 'down': 'green_car_turn_right', 'left': 'white_car_turn_left', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white'], ['green', 'red']]",[0 0 1 0],"[[1, 4, 1, 2, 0], [2, 0, 2, 4, 1], [1, 1, 4, 0, 2], [2, 2, 0, 1, 4]]"
1448,1448,"{'right': 'crosswalk', 'down': 'white_car_turn_left', 'left': 'green_car_straight', 'up': 'empty', 'priority_ruling': 'stop_horizontal'}","[['crosswalk', 'white'], ['green']]",[1 1 0 0],"[[2, 3, 2, 4, 1], [1, 1, 4, 3, 2], [2, 2, 3, 1, 4], [1, 4, 1, 2, 3]]"
1449,1449,"{'right': 'white_car_turn_right', 'down': 'empty', 'left': 'empty', 'up': 'red_car_straight', 'priority_ruling': 'triangles_vertical'}","[['white', 'red']]",[1 0 0 1],"[[1, 0, 4, 2, 4], [2, 4, 2, 0, 4], [1, 4, 0, 4, 2], [2, 2, 4, 4, 0]]"
1450,1450,"{'right': 'empty', 'down': 'white_car_turn_right', 'left': 'red_car_straight', 'up': 'crosswalk', 'priority_ruling': 'triangles_vertical'}","[['red', 'crosswalk'], ['white']]",[0 0 1 1],"[[1, 4, 2, 3, 0], [2, 0, 3, 4, 2], [1, 2, 4, 0, 3], [2, 3, 0, 2, 4]]"
